Id,ActivityDate,activity_weekday,TotalSteps,activity_category,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,total_workout_mins,total_active_mins,active_percentage,SedentaryMinutes,sedentary_percentage,Calories
1624580081,3/26/2016,Saturday,815,Sedentary,0.53,0.53,0,0,0,0.53,0,0,0,47,0,47,3.26%,1393,96.74%,1264
1624580081,3/27/2016,Sunday,1985,Sedentary,1.29,1.29,0,0,0,1.28,0.01,0,0,112,0,112,7.78%,1328,92.22%,1350
1624580081,3/28/2016,Monday,1905,Sedentary,1.24,1.24,0,0,0,1.24,0,0,0,95,0,95,6.60%,1345,93.40%,1342
1624580081,3/29/2016,Tuesday,1552,Sedentary,1.01,1.01,0,0,0,1,0,0,0,66,0,66,4.58%,1374,95.42%,1300
1624580081,3/30/2016,Wednesday,1675,Sedentary,1.09,1.09,0,0,0,1.09,0,0,0,84,0,84,5.83%,1356,94.17%,1313
1624580081,3/31/2016,Thursday,4506,Sedentary,2.93,2.93,0,0.51,0.27,2.15,0.01,7,4,144,11,155,10.76%,1285,89.24%,1498
1624580081,4/1/2016,Friday,9218,Moderate,5.99,5.99,0,0,0,5.97,0.01,0,0,221,0,221,15.35%,1219,84.65%,1541
1624580081,4/2/2016,Saturday,1556,Sedentary,1.01,1.01,0,0,0,1.01,0.01,0,0,88,0,88,6.11%,1352,93.89%,1327
1624580081,4/3/2016,Sunday,2910,Sedentary,1.89,1.89,0,0,0,1.88,0.01,0,0,157,0,157,10.90%,1283,89.10%,1452
1624580081,4/4/2016,Monday,18464,Active,12,12,0,0,0,12,0,0,0,270,0,270,18.75%,1170,81.25%,1574
1624580081,4/5/2016,Tuesday,1335,Sedentary,0.87,0.87,0,0,0,0.87,0,0,0,74,0,74,5.14%,1366,94.86%,1308
1624580081,4/6/2016,Wednesday,1004,Sedentary,0.65,0.65,0,0,0,0.65,0,0,0,55,0,55,3.82%,1385,96.18%,1276
1624580081,4/7/2016,Thursday,1111,Sedentary,0.72,0.72,0,0,0,0.72,0,0,0,54,0,54,3.75%,1386,96.25%,1278
1624580081,4/8/2016,Friday,6344,Light,4.12,4.12,0,0,0,4.1,0,0,0,143,0,143,9.93%,1297,90.07%,1409
1624580081,4/9/2016,Saturday,3572,Sedentary,2.32,2.32,0,0,0,2.29,0.029999999,0,0,122,0,122,8.47%,1318,91.53%,1370
1624580081,4/10/2016,Sunday,3910,Sedentary,2.54,2.54,0,0.47,0.25,1.81,0.01,7,7,186,14,200,13.89%,1240,86.11%,1555
1624580081,4/11/2016,Monday,10000,Moderate,6.5,6.5,0,0,0,6.5,0,0,0,172,0,172,11.94%,1268,88.06%,1469
1624580081,4/12/2016,Tuesday,8163,Moderate,5.31,5.31,0,0,0,5.31,0,0,0,146,0,146,10.14%,1294,89.86%,1432
1624580081,4/13/2016,Wednesday,7007,Light,4.55,4.55,0,0,0,4.55,0,0,0,148,0,148,10.28%,1292,89.72%,1411
1624580081,4/14/2016,Thursday,9107,Moderate,5.92,5.92,0,0,0,5.91,0.01,0,0,236,0,236,16.39%,1204,83.61%,1572
1624580081,4/15/2016,Friday,1510,Sedentary,0.98,0.98,0,0,0,0.97,0,0,0,96,0,96,6.67%,1344,93.33%,1344
1624580081,4/16/2016,Saturday,5370,Light,3.49,3.49,0,0,0,3.49,0,0,0,176,0,176,12.22%,1264,87.78%,1463
1624580081,4/17/2016,Sunday,6175,Light,4.06,4.06,0,1.03,1.52,1.49,0.01,15,22,127,37,164,11.39%,1276,88.61%,1554
1624580081,4/18/2016,Monday,10536,Active,7.41,7.41,0,2.15,0.62,4.62,0.01,17,7,202,24,226,15.69%,1214,84.31%,1604
1624580081,4/19/2016,Tuesday,2916,Sedentary,1.9,1.9,0,0,0,1.9,0,0,0,141,0,141,9.79%,1299,90.21%,1435
1624580081,4/20/2016,Wednesday,4974,Sedentary,3.23,3.23,0,0,0,3.23,0,0,0,151,0,151,10.49%,1289,89.51%,1446
1624580081,4/21/2016,Thursday,6349,Light,4.13,4.13,0,0,0,4.11,0.02,0,0,186,0,186,12.92%,1254,87.08%,1467
1624580081,4/22/2016,Friday,4026,Sedentary,2.62,2.62,0,0,0,2.6,0,0,0,199,0,199,13.82%,1241,86.18%,1470
1624580081,4/23/2016,Saturday,8538,Moderate,5.55,5.55,0,0,0,5.54,0.01,0,0,227,0,227,15.76%,1213,84.24%,1562
1624580081,4/24/2016,Sunday,6076,Light,3.95,3.95,0,1.15,0.91,1.89,0,16,18,185,34,219,15.21%,1221,84.79%,1617
1624580081,4/25/2016,Monday,6497,Light,4.22,4.22,0,0,0,4.2,0.02,0,0,202,0,202,14.03%,1238,85.97%,1492
1624580081,4/26/2016,Tuesday,2826,Sedentary,1.84,1.84,0,0,0,1.83,0.01,0,0,140,0,140,9.72%,1300,90.28%,1402
1624580081,4/27/2016,Wednesday,8367,Moderate,5.44,5.44,0,1.11,1.87,2.46,0,17,36,154,53,207,14.38%,1233,85.63%,1670
1624580081,4/28/2016,Thursday,2759,Sedentary,1.79,1.79,0,0,0.2,1.6,0,0,5,115,5,120,8.33%,1320,91.67%,1401
1624580081,4/29/2016,Friday,2390,Sedentary,1.55,1.55,0,0,0,1.55,0,0,0,150,0,150,10.42%,1290,89.58%,1404
1624580081,4/30/2016,Saturday,6474,Light,4.3,4.3,0,0.9,1.28,2.12,0.01,11,23,224,34,258,17.92%,1182,82.08%,1655
1624580081,5/1/2016,Sunday,36019,Active,28.03,28.03,0,21.92,4.19,1.91,0.02,186,63,171,249,420,29.17%,1020,70.83%,2690
1624580081,5/2/2016,Monday,7155,Light,4.93,4.93,0,0.86,0.59,3.47,0,7,6,166,13,179,12.43%,1261,87.57%,1497
1624580081,5/3/2016,Tuesday,2100,Sedentary,1.37,1.37,0,0,0,1.34,0.02,0,0,96,0,96,6.67%,1344,93.33%,1334
1624580081,5/4/2016,Wednesday,2193,Sedentary,1.43,1.43,0,0,0,1.42,0,0,0,118,0,118,8.19%,1322,91.81%,1368
1624580081,5/5/2016,Thursday,2470,Sedentary,1.61,1.61,0,0,0,1.58,0.02,0,0,117,0,117,8.13%,1323,91.88%,1370
1624580081,5/6/2016,Friday,1727,Sedentary,1.12,1.12,0,0,0,1.12,0.01,0,0,102,0,102,7.08%,1338,92.92%,1341
1624580081,5/7/2016,Saturday,2104,Sedentary,1.37,1.37,0,0,0,1.37,0,0,0,182,0,182,12.64%,1258,87.36%,1474
1624580081,5/8/2016,Sunday,3427,Sedentary,2.23,2.23,0,0,0,2.22,0,0,0,152,0,152,10.56%,1288,89.44%,1427
1624580081,5/9/2016,Monday,1732,Sedentary,1.13,1.13,0,0,0,1.13,0,0,0,91,0,91,6.32%,1349,93.68%,1328
1624580081,5/10/2016,Tuesday,2969,Sedentary,1.93,1.93,0,0,0,1.92,0.01,0,0,139,0,139,9.65%,1301,90.35%,1393
1624580081,5/11/2016,Wednesday,3134,Sedentary,2.04,2.04,0,0,0,2.04,0,0,0,112,0,112,7.78%,1328,92.22%,1359
1624580081,5/12/2016,Thursday,2971,Sedentary,1.93,1.93,0,0,0,1.92,0.01,0,0,107,0,107,7.43%,890,61.81%,1002
1644430081,4/1/2016,Friday,4636,Sedentary,3.41,3.41,0,0,0.78,2.6,0.029999999,0,16,586,16,602,41.81%,838,58.19%,3323
1644430081,4/2/2016,Saturday,20237,Active,14.71,14.71,0,2.57,6.4,5.73,0.01,34,141,347,175,522,36.25%,918,63.75%,4029
1644430081,4/3/2016,Sunday,12912,Active,9.41,9.41,0,4.83,0.77,3.79,0.029999999,59,16,283,75,358,24.86%,1082,75.14%,3436
1644430081,4/4/2016,Monday,2819,Sedentary,2.05,2.05,0,0.31,0.17,1.56,0.01,4,4,87,8,95,6.60%,1345,93.40%,2444
1644430081,4/5/2016,Tuesday,9921,Moderate,7.21,7.21,0,0.34,1.52,5.36,0,5,35,219,40,259,17.99%,1181,82.01%,3098
1644430081,4/6/2016,Wednesday,8046,Moderate,5.85,5.85,0,1.29,2.12,2.45,0,18,41,137,59,196,13.61%,1244,86.39%,2925
1644430081,4/7/2016,Thursday,11166,Active,8.12,8.12,0,0.21,2.41,5.5,0,3,58,230,61,291,20.21%,1149,79.79%,3202
1644430081,4/8/2016,Friday,7842,Moderate,5.7,5.7,0,0.48,2.41,2.81,0,7,43,161,50,211,14.65%,1229,85.35%,2928
1644430081,4/9/2016,Saturday,13840,Active,10.06,10.06,0,1.31,3.72,5.03,0,18,81,192,99,291,20.21%,1149,79.79%,3290
1644430081,4/10/2016,Sunday,1329,Sedentary,0.97,0.97,0,0,0,0.97,0,0,0,35,0,35,2.43%,207,14.38%,489
1644430081,4/12/2016,Tuesday,10694,Active,7.77,7.77,0,0.14,2.3,5.33,0,2,51,256,53,309,21.46%,1131,78.54%,3199
1644430081,4/13/2016,Wednesday,8001,Moderate,5.82,5.82,0,2.28,0.9,2.64,0,30,16,135,46,181,12.57%,1259,87.43%,2902
1644430081,4/14/2016,Thursday,11037,Active,8.02,8.02,0,0.36,2.56,5.1,0,5,58,252,63,315,21.88%,1125,78.13%,3226
1644430081,4/15/2016,Friday,5263,Light,3.83,3.83,0,0.22,0.15,3.45,0,3,4,170,7,177,12.29%,1263,87.71%,2750
1644430081,4/16/2016,Saturday,15300,Active,11.12,11.12,0,4.1,1.88,5.09,0,51,42,212,93,305,21.18%,1135,78.82%,3493
1644430081,4/17/2016,Sunday,8757,Moderate,6.37,6.37,0,2.25,0.57,3.55,0,29,13,186,42,228,15.83%,1212,84.17%,3011
1644430081,4/18/2016,Monday,7132,Light,5.19,5.19,0,1.07,1.67,2.45,0,15,33,121,48,169,11.74%,1271,88.26%,2806
1644430081,4/19/2016,Tuesday,11256,Active,8.18,8.18,0,0.36,2.53,5.3,0,5,58,278,63,341,23.68%,1099,76.32%,3300
1644430081,4/20/2016,Wednesday,2436,Sedentary,1.77,1.77,0,0,0,1.76,0.01,0,0,125,0,125,8.68%,1315,91.32%,2430
1644430081,4/21/2016,Thursday,1223,Sedentary,0.89,0.89,0,0,0,0.88,0.01,0,0,38,0,38,2.64%,1402,97.36%,2140
1644430081,4/22/2016,Friday,3673,Sedentary,2.67,2.67,0,0,0,2.66,0.01,0,0,86,0,86,5.97%,1354,94.03%,2344
1644430081,4/23/2016,Saturday,6637,Light,4.83,4.83,0,0,0.58,4.25,0,0,15,160,15,175,12.15%,1265,87.85%,2677
1644430081,4/24/2016,Sunday,3321,Sedentary,2.41,2.41,0,0,0,2.41,0,0,0,89,0,89,6.18%,1351,93.82%,2413
1644430081,4/25/2016,Monday,3580,Sedentary,2.6,2.6,0,0.59,0.06,1.95,0,8,1,94,9,103,7.15%,1337,92.85%,2497
1644430081,4/26/2016,Tuesday,9919,Moderate,7.21,7.21,0,0.8,1.72,4.69,0,11,41,223,52,275,19.10%,1165,80.90%,3123
1644430081,4/27/2016,Wednesday,3032,Sedentary,2.2,2.2,0,0,0,2.2,0,0,0,118,0,118,8.19%,1322,91.81%,2489
1644430081,4/28/2016,Thursday,9405,Moderate,6.84,6.84,0,0.2,2.32,4.31,0,3,53,227,56,283,19.65%,1157,80.35%,3108
1644430081,4/29/2016,Friday,3176,Sedentary,2.31,2.31,0,0,0,2.31,0,0,0,120,0,120,8.33%,1193,82.85%,2498
1644430081,4/30/2016,Saturday,18213,Active,13.24,13.24,0,0.63,3.14,9.46,0,9,71,402,80,482,33.47%,816,56.67%,3846
1644430081,5/1/2016,Sunday,6132,Light,4.46,4.46,0,0.24,0.99,3.23,0,3,24,146,27,173,12.01%,908,63.06%,2696
1644430081,5/2/2016,Monday,3758,Sedentary,2.73,2.73,0,0.07,0.31,2.35,0,1,7,148,8,156,10.83%,682,47.36%,2580
1644430081,5/3/2016,Tuesday,12850,Active,9.34,9.34,0,0.72,4.09,4.54,0,10,94,221,104,325,22.57%,1115,77.43%,3324
1644430081,5/4/2016,Wednesday,2309,Sedentary,1.68,1.68,0,0,0,1.66,0.02,0,0,52,0,52,3.61%,1388,96.39%,2222
1644430081,5/5/2016,Thursday,4363,Sedentary,3.19,3.19,0,0.52,0.54,2.13,0.01,6,12,81,18,99,6.88%,1341,93.13%,2463
1644430081,5/6/2016,Friday,9787,Moderate,7.12,7.12,0,0.82,0.27,6.01,0.02,11,6,369,17,386,26.81%,1054,73.19%,3328
1644430081,5/7/2016,Saturday,13372,Active,9.72,9.72,0,3.26,0.79,5.67,0.01,41,17,243,58,301,20.90%,1139,79.10%,3404
1644430081,5/8/2016,Sunday,6724,Light,4.89,4.89,0,0,0,4.88,0,0,0,295,0,295,20.49%,991,68.82%,2987
1644430081,5/9/2016,Monday,6643,Light,4.83,4.83,0,2.39,0.35,2.09,0.01,32,6,303,38,341,23.68%,1099,76.32%,3008
1644430081,5/10/2016,Tuesday,9167,Moderate,6.66,6.66,0,0.88,0.81,4.97,0.01,12,19,155,31,186,12.92%,1254,87.08%,2799
1644430081,5/11/2016,Wednesday,1329,Sedentary,0.97,0.97,0,0,0,0.95,0.01,0,0,49,0,49,3.40%,713,49.51%,1276
1844505072,4/1/2016,Friday,6847,Light,4.53,4.53,0,0.61,0.37,3.55,0,9,9,251,18,269,18.68%,1171,81.32%,1969
1844505072,4/2/2016,Saturday,5367,Light,3.55,3.55,0,0,0,3.55,0,0,0,263,0,263,18.26%,1177,81.74%,1889
1844505072,4/3/2016,Sunday,2841,Sedentary,1.88,1.88,0,0,0,1.88,0,0,0,136,0,136,9.44%,1114,77.36%,1636
1844505072,4/4/2016,Monday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,669,46.46%,1347
1844505072,4/5/2016,Tuesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,4/6/2016,Wednesday,7,Sedentary,0,0,0,0,0,0,0,0,0,1,0,1,0.07%,1439,99.93%,1349
1844505072,4/7/2016,Thursday,6344,Light,4.19,4.19,0,0,0,4.19,0,0,0,290,0,290,20.14%,1150,79.86%,1965
1844505072,4/8/2016,Friday,5316,Light,3.51,3.51,0,0,0,3.51,0,0,0,221,0,221,15.35%,1219,84.65%,1824
1844505072,4/9/2016,Saturday,4979,Sedentary,3.29,3.29,0,0,0,3.29,0,0,0,184,0,184,12.78%,620,43.06%,1807
1844505072,4/10/2016,Sunday,6556,Light,4.34,4.34,0,0,0,4.33,0,0,0,305,0,305,21.18%,810,56.25%,1971
1844505072,4/11/2016,Monday,5430,Light,3.59,3.59,0,0,0,3.59,0,0,0,251,0,251,17.43%,1189,82.57%,1888
1844505072,4/12/2016,Tuesday,6697,Light,4.43,4.43,0,0,0,4.43,0,0,0,339,0,339,23.54%,1101,76.46%,2030
1844505072,4/13/2016,Wednesday,4929,Sedentary,3.26,3.26,0,0,0,3.26,0,0,0,248,0,248,17.22%,1192,82.78%,1860
1844505072,4/14/2016,Thursday,7937,Moderate,5.25,5.25,0,0,0,5.23,0,0,0,373,0,373,25.90%,843,58.54%,2130
1844505072,4/15/2016,Friday,3844,Sedentary,2.54,2.54,0,0,0,2.54,0,0,0,176,0,176,12.22%,527,36.60%,1725
1844505072,4/16/2016,Saturday,3414,Sedentary,2.26,2.26,0,0,0,2.26,0,0,0,147,0,147,10.21%,1293,89.79%,1657
1844505072,4/17/2016,Sunday,4525,Sedentary,2.99,2.99,0,0.14,0.26,2.59,0,2,8,199,10,209,14.51%,1231,85.49%,1793
1844505072,4/18/2016,Monday,4597,Sedentary,3.04,3.04,0,0,0.48,2.56,0,0,12,217,12,229,15.90%,1211,84.10%,1814
1844505072,4/19/2016,Tuesday,197,Sedentary,0.13,0.13,0,0,0,0.13,0,0,0,10,0,10,0.69%,1430,99.31%,1366
1844505072,4/20/2016,Wednesday,8,Sedentary,0.01,0.01,0,0,0,0.01,0,0,0,1,0,1,0.07%,1439,99.93%,1349
1844505072,4/21/2016,Thursday,8054,Moderate,5.32,5.32,0,0.12,0.52,4.68,0,2,13,308,15,323,22.43%,1117,77.57%,2062
1844505072,4/22/2016,Friday,5372,Light,3.55,3.55,0,0,0,3.55,0,0,0,220,0,220,15.28%,1220,84.72%,1827
1844505072,4/23/2016,Saturday,3570,Sedentary,2.36,2.36,0,0,0,2.36,0,0,0,139,0,139,9.65%,1301,90.35%,1645
1844505072,4/24/2016,Sunday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,4/25/2016,Monday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,4/26/2016,Tuesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,4/27/2016,Wednesday,4,Sedentary,0,0,0,0,0,0,0,0,0,1,0,1,0.07%,1439,99.93%,1348
1844505072,4/28/2016,Thursday,6907,Light,4.57,4.57,0,0,0,4.56,0,0,0,302,0,302,20.97%,1138,79.03%,1992
1844505072,4/29/2016,Friday,4920,Sedentary,3.25,3.25,0,0,0,3.25,0,0,0,247,0,247,17.15%,1082,75.14%,1856
1844505072,4/30/2016,Saturday,4014,Sedentary,2.67,2.67,0,0,0,2.65,0,0,0,184,0,184,12.78%,218,15.14%,1763
1844505072,5/1/2016,Sunday,2573,Sedentary,1.7,1.7,0,0,0.26,1.45,0,0,7,75,7,82,5.69%,585,40.63%,1541
1844505072,5/2/2016,Monday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1348
1844505072,5/3/2016,Tuesday,4059,Sedentary,2.68,2.68,0,0,0,2.68,0,0,0,184,0,184,12.78%,1256,87.22%,1742
1844505072,5/4/2016,Wednesday,2080,Sedentary,1.37,1.37,0,0,0,1.37,0,0,0,87,0,87,6.04%,1353,93.96%,1549
1844505072,5/5/2016,Thursday,2237,Sedentary,1.48,1.48,0,0,0,1.48,0,0,0,120,0,120,8.33%,1320,91.67%,1589
1844505072,5/6/2016,Friday,44,Sedentary,0.03,0.03,0,0,0,0.03,0,0,0,2,0,2,0.14%,1438,99.86%,1351
1844505072,5/7/2016,Saturday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,5/8/2016,Sunday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,5/9/2016,Monday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,5/10/2016,Tuesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,5/11/2016,Wednesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1347
1844505072,5/12/2016,Thursday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,711,49.38%,665
1927972279,4/1/2016,Friday,4317,Sedentary,2.99,2.99,0,0,0.37,2.62,0,0,11,192,11,203,14.10%,854,59.31%,2590
1927972279,4/2/2016,Saturday,5662,Light,3.92,3.92,0,0,0,3.92,0,0,0,267,0,267,18.54%,858,59.58%,2783
1927972279,4/3/2016,Sunday,3198,Sedentary,2.21,2.21,0,0,0,2.21,0,0,0,146,0,146,10.14%,1183,82.15%,2449
1927972279,4/4/2016,Monday,2352,Sedentary,1.63,1.63,0,0,0,1.63,0,0,0,128,0,128,8.89%,829,57.57%,2380
1927972279,4/5/2016,Tuesday,2234,Sedentary,1.55,1.55,0,0,0,1.55,0,0,0,108,0,108,7.50%,912,63.33%,2344
1927972279,4/6/2016,Wednesday,1259,Sedentary,0.87,0.87,0,0,0,0.87,0,0,0,73,0,73,5.07%,938,65.14%,2202
1927972279,4/7/2016,Thursday,768,Sedentary,0.53,0.53,0,0,0,0.53,0,0,0,43,0,43,2.99%,1397,97.01%,2130
1927972279,4/8/2016,Friday,519,Sedentary,0.36,0.36,0,0,0,0.36,0,0,0,34,0,34,2.36%,1406,97.64%,2088
1927972279,4/9/2016,Saturday,2523,Sedentary,1.75,1.75,0,0,0.37,1.38,0,0,9,134,9,143,9.93%,1250,86.81%,2443
